"Compound","C_Label","fraction","tissue","time"
"malate",2,0.018323639,"intestine",25
"malate",3,0.004142447,"intestine",25
"malate",4,0.026279964,"intestine",25
"aspartate",1,0.014081362,"intestine",25
"aspartate",2,0.013818527,"intestine",25
"aspartate",3,0,"intestine",25
"aspartate",4,0.021448425,"intestine",25
"glutamate",1,0.024362571,"spleen",150
"glutamate",2,0.008316295,"spleen",150
"glutamate",3,0.01799915,"spleen",150
"glutamate",4,0,"spleen",150
"glutamate",5,0.028494779,"spleen",150
"succinate",1,0.026387433,"spleen",150
"succinate",2,0.020834966,"spleen",150
"succinate",3,0.000549565,"spleen",150
"succinate",4,0.028762756,"spleen",150
"malate",1,0.026968678,"spleen",150
"malate",2,0.01931382,"spleen",150
"malate",3,0.00228357,"spleen",150
"malate",4,0.02501801,"spleen",150
"aspartate",1,0.026388147,"spleen",150
"aspartate",2,0.02013677,"spleen",150
"aspartate",3,0.002135768,"spleen",150
"aspartate",4,0.027012755,"spleen",150
"glutamate",1,0.015602944,"quad",150
"glutamate",2,0.003109747,"quad",150
"glutamate",3,0.005777265,"quad",150
"glutamate",4,0,"quad",150
"glutamate",5,0.013375888,"quad",150
"succinate",1,0.014348339,"quad",150
"succinate",2,0.006696124,"quad",150
"succinate",3,0.000140601,"quad",150
"succinate",4,0.009355175,"quad",150
"malate",1,0.01551255,"quad",150
"malate",2,0.006490489,"quad",150
"malate",3,0.000417018,"quad",150
"malate",4,0.00822786,"quad",150
"aspartate",1,0.01099111,"quad",150
"aspartate",2,0.007054987,"quad",150
"aspartate",3,0.000136649,"quad",150
"aspartate",4,0.007181209,"quad",150
"glutamate",1,0.029125137,"pancreas",150
"glutamate",2,0.015699433,"pancreas",150
"glutamate",3,0.020236355,"pancreas",150
"glutamate",4,0,"pancreas",150
"glutamate",5,0.06968862,"pancreas",150
"succinate",1,0.038733892,"pancreas",150
"succinate",2,0.028270825,"pancreas",150
"succinate",3,0.011111414,"pancreas",150
"succinate",4,0.046580499,"pancreas",150
"malate",1,0.037939602,"pancreas",150
"malate",2,0.024089287,"pancreas",150
"malate",3,0.015072642,"pancreas",150
"malate",4,0.031960048,"pancreas",150
"aspartate",1,0.02895569,"pancreas",150
"aspartate",2,0.02337114,"pancreas",150
"aspartate",3,0.011542274,"pancreas",150
"aspartate",4,0.027455006,"pancreas",150
"glutamate",1,0.017263106,"lung",150
"glutamate",2,0.00510006,"lung",150
"glutamate",3,0.009485835,"lung",150
"glutamate",4,0,"lung",150
"glutamate",5,0.01297248,"lung",150
"succinate",1,0.018520286,"lung",150
"succinate",2,0.009566115,"lung",150
"succinate",3,0.001630209,"lung",150
"succinate",4,0.012743092,"lung",150
"malate",1,0.017436441,"lung",150
"malate",2,0.008272161,"lung",150
"malate",3,0.002162905,"lung",150
"malate",4,0.009585796,"lung",150
"aspartate",1,0.017439686,"lung",150
"aspartate",2,0.008895445,"lung",150
"aspartate",3,0.001273695,"lung",150
"aspartate",4,0.010281147,"lung",150
"glutamate",1,0.017906843,"liver",150
"glutamate",2,0.005516568,"liver",150
"glutamate",3,0.007953262,"liver",150
"glutamate",4,0,"liver",150
"glutamate",5,0.029910243,"liver",150
"succinate",1,0.020618316,"liver",150
"succinate",2,0.009633866,"liver",150
"succinate",3,0.004127753,"liver",150
"succinate",4,0.018079388,"liver",150
"malate",1,0.031328644,"liver",150
"malate",2,0.007314957,"liver",150
"malate",3,0.006315642,"liver",150
"malate",4,0.007164471,"liver",150
"aspartate",1,0.01349178,"liver",150
"aspartate",2,0.006983991,"liver",150
"aspartate",3,0.000285779,"liver",150
"aspartate",4,0.007413546,"liver",150
"glutamate",1,0.019236684,"kidney",150
"glutamate",2,0.00490189,"kidney",150
"glutamate",3,0.0079434,"kidney",150
"glutamate",4,0,"kidney",150
"glutamate",5,0.017954079,"kidney",150
"succinate",1,0.019888269,"kidney",150
"succinate",2,0.008736093,"kidney",150
"succinate",3,0.001896399,"kidney",150
"succinate",4,0.011262509,"kidney",150
"malate",1,0.020212826,"kidney",150
"malate",2,0.008066877,"kidney",150
"malate",3,0.002499975,"kidney",150
"malate",4,0.009334828,"kidney",150
"aspartate",1,0.017747839,"kidney",150
"aspartate",2,0.008222804,"kidney",150
"aspartate",3,0.002000769,"kidney",150
"aspartate",4,0.007919288,"kidney",150
"glutamate",1,0.028703787,"intestine",150
"glutamate",2,0.010765906,"intestine",150
"glutamate",3,0.019137488,"intestine",150
"glutamate",4,0,"intestine",150
"glutamate",5,0.031729515,"intestine",150
"succinate",1,0.032993244,"intestine",150
"succinate",2,0.024350504,"intestine",150
"succinate",3,0.002638455,"intestine",150
"succinate",4,0.031081513,"intestine",150
"malate",1,0.032566454,"intestine",150
"malate",2,0.02014972,"intestine",150
"malate",3,0.004412361,"intestine",150
"malate",4,0.024606393,"intestine",150
"aspartate",1,0.029730174,"intestine",150
"aspartate",2,0.020213574,"intestine",150
"aspartate",3,0.002533363,"intestine",150
"aspartate",4,0.024653178,"intestine",150
"glutamate",1,0.024366209,"spleen",150
"glutamate",2,0.008483285,"spleen",150
"glutamate",3,0.018136827,"spleen",150
"glutamate",4,0,"spleen",150
"glutamate",5,0.033735929,"spleen",150
"succinate",1,0.028441926,"spleen",150
"succinate",2,0.020856513,"spleen",150
"succinate",3,0.001234441,"spleen",150
"succinate",4,0.029813208,"spleen",150
"malate",1,0.028870744,"spleen",150
"malate",2,0.020162546,"spleen",150
"malate",3,0.003068736,"spleen",150
"malate",4,0.027721357,"spleen",150
"aspartate",1,0.027145765,"spleen",150
"aspartate",2,0.019530922,"spleen",150
"aspartate",3,0.002435391,"spleen",150
"aspartate",4,0.026244981,"spleen",150
"glutamate",1,0.016190133,"quad",150
"glutamate",2,0.00335252,"quad",150
"glutamate",3,0.006452984,"quad",150
"glutamate",4,0,"quad",150
"glutamate",5,0.009266345,"quad",150
"succinate",1,0.013955101,"quad",150
"succinate",2,0.006581496,"quad",150
"succinate",3,0.000185585,"quad",150
"succinate",4,0.005606888,"quad",150
"malate",1,0.013350371,"quad",150
"malate",2,0.005945809,"quad",150
"malate",3,0.000522081,"quad",150
"malate",4,0.005166156,"quad",150
"aspartate",1,0.007903443,"quad",150
"aspartate",2,0.002979848,"quad",150
"aspartate",3,0,"quad",150
"aspartate",4,0.00550469,"quad",150
"glutamate",1,0.027746947,"pancreas",150
"glutamate",2,0.014606172,"pancreas",150
"glutamate",3,0.022301253,"pancreas",150
"glutamate",4,0,"pancreas",150
"glutamate",5,0.079303751,"pancreas",150
"succinate",1,0.035299213,"pancreas",150
"succinate",2,0.027884335,"pancreas",150
"succinate",3,0.011784575,"pancreas",150
"succinate",4,0.049022346,"pancreas",150
"malate",1,0.034160458,"pancreas",150
"malate",2,0.023930704,"pancreas",150
"malate",3,0.014295935,"pancreas",150
"malate",4,0.036720499,"pancreas",150
"aspartate",1,0.033199313,"pancreas",150
"aspartate",2,0.021750719,"pancreas",150
"aspartate",3,0.011915654,"pancreas",150
"aspartate",4,0.033540399,"pancreas",150
"glutamate",1,0.015261284,"lung",150
"glutamate",2,0.004054132,"lung",150
"glutamate",3,0.007193947,"lung",150
"glutamate",4,0,"lung",150
"glutamate",5,0.009252021,"lung",150
"succinate",1,0.01238423,"lung",150
"succinate",2,0.008521594,"lung",150
"succinate",3,0.000259544,"lung",150
"succinate",4,0.007757252,"lung",150
"malate",1,0.018336521,"lung",150
"malate",2,0.007406667,"lung",150
"malate",3,0.001543657,"lung",150
"malate",4,0.007036181,"lung",150
"aspartate",1,0.014578343,"lung",150
"aspartate",2,0.006763607,"lung",150
"aspartate",3,0.001444803,"lung",150
"aspartate",4,0.008077062,"lung",150
"glutamate",1,0.016893766,"liver",150
"glutamate",2,0.006898466,"liver",150
"glutamate",3,0.007831489,"liver",150
"glutamate",4,0,"liver",150
"glutamate",5,0.037619572,"liver",150
"succinate",1,0.022666745,"liver",150
"succinate",2,0.01097431,"liver",150
"succinate",3,0.005812026,"liver",150
"succinate",4,0.02224608,"liver",150
"malate",1,0.028938896,"liver",150
"malate",2,0.007728433,"liver",150
"malate",3,0.008264782,"liver",150
"malate",4,0.009719106,"liver",150
"aspartate",1,0.014641677,"liver",150
"aspartate",2,0.004440189,"liver",150
"aspartate",3,0.003150116,"liver",150
"aspartate",4,0.007511768,"liver",150
"glutamate",1,0.015155111,"kidney",150
"glutamate",2,0.00461873,"kidney",150
"glutamate",3,0.007400756,"kidney",150
"glutamate",4,0,"kidney",150
"glutamate",5,0.015593232,"kidney",150
"succinate",1,0.02169906,"kidney",150
"succinate",2,0.00812141,"kidney",150
"succinate",3,0.002416742,"kidney",150
"succinate",4,0.009819857,"kidney",150
"malate",1,0.018728206,"kidney",150
"malate",2,0.00740789,"kidney",150
"malate",3,0.002652786,"kidney",150
"malate",4,0.007622248,"kidney",150
"aspartate",1,0.020446098,"kidney",150
"aspartate",2,0.006425108,"kidney",150
"aspartate",3,0.001453628,"kidney",150
"aspartate",4,0.007583885,"kidney",150
"glutamate",1,0.027636016,"intestine",150
"glutamate",2,0.008839581,"intestine",150
"glutamate",3,0.016342481,"intestine",150
"glutamate",4,0,"intestine",150
"glutamate",5,0.025749153,"intestine",150
"succinate",1,0.028750533,"intestine",150
"succinate",2,0.01871887,"intestine",150
"succinate",3,0.001677963,"intestine",150
"succinate",4,0.021373859,"intestine",150
"malate",1,0.026030009,"intestine",150
"malate",2,0.016653736,"intestine",150
"malate",3,0.002576657,"intestine",150
"malate",4,0.01940892,"intestine",150
"aspartate",1,0.037822998,"intestine",150
"aspartate",2,0.016644787,"intestine",150
"aspartate",3,0.002556652,"intestine",150
"aspartate",4,0.026887617,"intestine",150
"glutamate",1,0.000591744,"spleen",5
"glutamate",2,0,"spleen",5
"glutamate",3,0.001020737,"spleen",5
"glutamate",4,0,"spleen",5
"glutamate",5,0.012283816,"spleen",5
"succinate",1,0.00289407,"spleen",5
"succinate",2,0.00288554,"spleen",5
"succinate",3,0,"spleen",5
"succinate",4,0.013013061,"spleen",5
"malate",1,0.001814241,"spleen",5
"malate",2,0.001349395,"spleen",5
"malate",3,0.001270075,"spleen",5
"malate",4,0.007678098,"spleen",5
"aspartate",1,0,"spleen",5
"aspartate",2,4.78924e-05,"spleen",5
"aspartate",3,0,"spleen",5
"aspartate",4,0.001743617,"spleen",5
"glutamate",1,0.000997346,"quad",5
"glutamate",2,0,"quad",5
"glutamate",3,0.000157974,"quad",5
"glutamate",4,0,"quad",5
"glutamate",5,0.001593768,"quad",5
"succinate",1,0.001949374,"quad",5
"succinate",2,0.000228266,"quad",5
"succinate",3,0,"quad",5
"succinate",4,0.000971299,"quad",5
"malate",1,1.31965e-05,"quad",5
"malate",2,0.000223855,"quad",5
"malate",3,0,"quad",5
"malate",4,0,"quad",5
"aspartate",1,0.000530002,"quad",5
"aspartate",2,0,"quad",5
"aspartate",3,0,"quad",5
"aspartate",4,0,"quad",5
"glutamate",1,0.004553144,"pancreas",5
"glutamate",2,0.003915647,"pancreas",5
"glutamate",3,0.010005829,"pancreas",5
"glutamate",4,0,"pancreas",5
"glutamate",5,0.072384649,"pancreas",5
"succinate",1,0.011496786,"pancreas",5
"succinate",2,0.013970295,"pancreas",5
"succinate",3,0.011908096,"pancreas",5
"succinate",4,0.046033886,"pancreas",5
"malate",1,0.012217968,"pancreas",5
"malate",2,0.008552471,"pancreas",5
"malate",3,0.011987761,"pancreas",5
"malate",4,0.029202502,"pancreas",5
"aspartate",1,0.002873026,"pancreas",5
"aspartate",2,0.006441535,"pancreas",5
"aspartate",3,0.005614212,"pancreas",5
"aspartate",4,0.020608176,"pancreas",5
"glutamate",1,0.001382303,"lung",5
"glutamate",2,0,"lung",5
"glutamate",3,0.000473391,"lung",5
"glutamate",4,0,"lung",5
"glutamate",5,0.003176539,"lung",5
"succinate",1,0.000463423,"lung",5
"succinate",2,0.001088613,"lung",5
"succinate",3,0.000157159,"lung",5
"succinate",4,0.003686142,"lung",5
"malate",1,0.000793482,"lung",5
"malate",2,0.000643334,"lung",5
"malate",3,0.000260274,"lung",5
"malate",4,0.003253411,"lung",5
"aspartate",1,0.000229172,"lung",5
"aspartate",2,3.41623e-05,"lung",5
"aspartate",3,0,"lung",5
"aspartate",4,0.00145861,"lung",5
"glutamate",1,0.003538665,"liver",5
"glutamate",2,0.000339882,"liver",5
"glutamate",3,0.000641604,"liver",5
"glutamate",4,0,"liver",5
"glutamate",5,0.012869197,"liver",5
"succinate",1,0.004184266,"liver",5
"succinate",2,0.001521374,"liver",5
"succinate",3,0.001349552,"liver",5
"succinate",4,0.007074629,"liver",5
"malate",1,0.005814326,"liver",5
"malate",2,0.001075948,"liver",5
"malate",3,0.001983429,"liver",5
"malate",4,0.002841261,"liver",5
"aspartate",1,0,"liver",5
"aspartate",2,0,"liver",5
"aspartate",3,0,"liver",5
"aspartate",4,0,"liver",5
"glutamate",1,0,"kidney",5
"glutamate",2,0.001290656,"kidney",5
"glutamate",3,0.003710286,"kidney",5
"glutamate",4,0,"kidney",5
"glutamate",5,0.013960007,"kidney",5
"succinate",1,0.007221153,"kidney",5
"succinate",2,0.005079843,"kidney",5
"succinate",3,0.001593086,"kidney",5
"succinate",4,0.00918894,"kidney",5
"malate",1,0.006911985,"kidney",5
"malate",2,0.004362908,"kidney",5
"malate",3,0.002023693,"kidney",5
"malate",4,0.00776913,"kidney",5
"aspartate",1,0.004967605,"kidney",5
"aspartate",2,0.004394587,"kidney",5
"aspartate",3,0.00121971,"kidney",5
"aspartate",4,0.007778613,"kidney",5
"glutamate",1,0.002585898,"intestine",5
"glutamate",2,0,"intestine",5
"glutamate",3,0.001695925,"intestine",5
"glutamate",4,0,"intestine",5
"glutamate",5,0.01481917,"intestine",5
"succinate",1,0.00298761,"intestine",5
"succinate",2,0.003115043,"intestine",5
"succinate",3,0.001154027,"intestine",5
"succinate",4,0.014971413,"intestine",5
"malate",1,0.00072092,"intestine",5
"malate",2,0.001646079,"intestine",5
"malate",3,0.001337243,"intestine",5
"malate",4,0.00902605,"intestine",5
"aspartate",1,0.0012073,"intestine",5
"aspartate",2,0,"intestine",5
"aspartate",3,0,"intestine",5
"aspartate",4,0.004357086,"intestine",5
"glutamate",1,0.001516669,"spleen",5
"glutamate",2,0,"spleen",5
"glutamate",3,7.40025e-07,"spleen",5
"glutamate",4,0,"spleen",5
"glutamate",5,0.002294773,"spleen",5
"succinate",1,0.001751853,"spleen",5
"succinate",2,0.000232066,"spleen",5
"succinate",3,0,"spleen",5
"succinate",4,0.001910453,"spleen",5
"malate",1,0,"spleen",5
"malate",2,4.49406e-07,"spleen",5
"malate",3,6.86561e-05,"spleen",5
"malate",4,0.001238859,"spleen",5
"aspartate",1,0,"spleen",5
"aspartate",2,0,"spleen",5
"aspartate",3,0,"spleen",5
"aspartate",4,0.000423068,"spleen",5
"glutamate",1,0.00138689,"quad",5
"glutamate",2,0,"quad",5
"glutamate",3,0,"quad",5
"glutamate",4,0,"quad",5
"glutamate",5,0.001216299,"quad",5
"succinate",1,0,"quad",5
"succinate",2,7.13102e-05,"quad",5
"succinate",3,0,"quad",5
"succinate",4,0.000412105,"quad",5
"malate",1,0.001620789,"quad",5
"malate",2,2.51491e-06,"quad",5
"malate",3,0,"quad",5
"malate",4,0.000518067,"quad",5
"aspartate",1,0,"quad",5
"aspartate",2,0,"quad",5
"aspartate",3,0,"quad",5
"aspartate",4,0,"quad",5
"glutamate",1,0.001838753,"pancreas",5
"glutamate",2,0.000332792,"pancreas",5
"glutamate",3,0.001817378,"pancreas",5
"glutamate",4,0,"pancreas",5
"glutamate",5,0.019036291,"pancreas",5
"succinate",1,0.003159336,"pancreas",5
"succinate",2,0.002605873,"pancreas",5
"succinate",3,0.002881784,"pancreas",5
"succinate",4,0.010777337,"pancreas",5
"malate",1,0.002819803,"pancreas",5
"malate",2,0.001647703,"pancreas",5
"malate",3,0.002287373,"pancreas",5
"malate",4,0.007603012,"pancreas",5
"aspartate",1,0.000746285,"pancreas",5
"aspartate",2,0.002185692,"pancreas",5
"aspartate",3,0,"pancreas",5
"aspartate",4,0.005675024,"pancreas",5
"glutamate",1,5.44635e-05,"lung",5
"glutamate",2,0,"lung",5
"glutamate",3,4.49909e-05,"lung",5
"glutamate",4,0,"lung",5
"glutamate",5,0.00156169,"lung",5
"succinate",1,0,"lung",5
"succinate",2,0.000401989,"lung",5
"succinate",3,4.55211e-05,"lung",5
"succinate",4,0,"lung",5
"malate",1,0.000923823,"lung",5
"malate",2,0.00033264,"lung",5
"malate",3,0.000168245,"lung",5
"malate",4,0.001274619,"lung",5
"aspartate",1,0,"lung",5
"aspartate",2,0,"lung",5
"aspartate",3,0,"lung",5
"aspartate",4,0.000113255,"lung",5
"glutamate",1,0.000671707,"liver",5
"glutamate",2,0.000390949,"liver",5
"glutamate",3,0.000110688,"liver",5
"glutamate",4,0,"liver",5
"glutamate",5,0.005603192,"liver",5
"succinate",1,0.00238019,"liver",5
"succinate",2,0.000539834,"liver",5
"succinate",3,0.000452841,"liver",5
"succinate",4,0.00230086,"liver",5
"malate",1,0.003542521,"liver",5
"malate",2,0.000151009,"liver",5
"malate",3,0.00076164,"liver",5
"malate",4,0.001123126,"liver",5
"aspartate",1,0,"liver",5
"aspartate",2,0,"liver",5
"aspartate",3,0,"liver",5
"aspartate",4,0,"liver",5
"glutamate",1,0.002075879,"kidney",5
"glutamate",2,0.000110329,"kidney",5
"glutamate",3,0.00197305,"kidney",5
"glutamate",4,0,"kidney",5
"glutamate",5,0.00766482,"kidney",5
"succinate",1,0.003166944,"kidney",5
"succinate",2,0.001753167,"kidney",5
"succinate",3,0.000618133,"kidney",5
"succinate",4,0.004404116,"kidney",5
"malate",1,0.002943943,"kidney",5
"malate",2,0.001105182,"kidney",5
"malate",3,0.000712233,"kidney",5
"malate",4,0.003611192,"kidney",5
"aspartate",1,0.002298459,"kidney",5
"aspartate",2,0.001423677,"kidney",5
"aspartate",3,0.000485861,"kidney",5
"aspartate",4,0.003541978,"kidney",5
"glutamate",1,0.001595928,"intestine",5
"glutamate",2,2.24226e-05,"intestine",5
"glutamate",3,0.001277885,"intestine",5
"glutamate",4,0,"intestine",5
"glutamate",5,0.008743066,"intestine",5
"succinate",1,0.003674743,"intestine",5
"succinate",2,0.005737052,"intestine",5
"succinate",3,0.002436125,"intestine",5
"succinate",4,0.014428592,"intestine",5
"malate",1,0.002959504,"intestine",5
"malate",2,0.002593017,"intestine",5
"malate",3,0.002392342,"intestine",5
"malate",4,0.008388315,"intestine",5
"aspartate",1,0,"intestine",5
"aspartate",2,0,"intestine",5
"aspartate",3,0,"intestine",5
"aspartate",4,0.001398582,"intestine",5
"glutamate",1,0.000468745,"GEMMPDAC",5
"glutamate",2,0,"GEMMPDAC",5
"glutamate",3,0,"GEMMPDAC",5
"glutamate",4,0,"GEMMPDAC",5
"glutamate",5,0.000876054,"GEMMPDAC",5
"succinate",1,0.001390017,"GEMMPDAC",5
"succinate",2,0,"GEMMPDAC",5
"succinate",3,0,"GEMMPDAC",5
"succinate",4,0,"GEMMPDAC",5
"malate",1,0,"GEMMPDAC",5
"malate",2,1.02398e-05,"GEMMPDAC",5
"malate",3,0,"GEMMPDAC",5
"malate",4,0.000354757,"GEMMPDAC",5
"aspartate",1,0.000308696,"GEMMPDAC",5
"aspartate",2,0,"GEMMPDAC",5
"aspartate",3,0,"GEMMPDAC",5
"aspartate",4,0,"GEMMPDAC",5
"glutamate",1,0.013807542,"GEMMPDAC",150
"glutamate",2,0.003583368,"GEMMPDAC",150
"glutamate",3,0.008944499,"GEMMPDAC",150
"glutamate",4,0,"GEMMPDAC",150
"glutamate",5,0.024690966,"GEMMPDAC",150
"succinate",1,0.014484233,"GEMMPDAC",150
"succinate",2,0.011426008,"GEMMPDAC",150
"succinate",3,0.002862382,"GEMMPDAC",150
"succinate",4,0.020941122,"GEMMPDAC",150
"malate",1,0.015655859,"GEMMPDAC",150
"malate",2,0.010847575,"GEMMPDAC",150
"malate",3,0.00437173,"GEMMPDAC",150
"malate",4,0.015790026,"GEMMPDAC",150
"aspartate",1,0.011508331,"GEMMPDAC",150
"aspartate",2,0.008769166,"GEMMPDAC",150
"aspartate",3,0.001875761,"GEMMPDAC",150
"aspartate",4,0.012177026,"GEMMPDAC",150
"glutamate",1,0.002334721,"GEMMPDAC",5
"glutamate",2,0,"GEMMPDAC",5
"glutamate",3,6.46116e-06,"GEMMPDAC",5
"glutamate",4,0,"GEMMPDAC",5
"glutamate",5,0.002681625,"GEMMPDAC",5
"succinate",1,0.000851507,"GEMMPDAC",5
"succinate",2,0.000262985,"GEMMPDAC",5
"succinate",3,8.00956e-05,"GEMMPDAC",5
"succinate",4,0.00272121,"GEMMPDAC",5
"malate",1,0.000764111,"GEMMPDAC",5
"malate",2,0,"GEMMPDAC",5
"malate",3,0,"GEMMPDAC",5
"malate",4,0.001610924,"GEMMPDAC",5
"aspartate",1,0,"GEMMPDAC",5
"aspartate",2,0,"GEMMPDAC",5
"aspartate",3,0,"GEMMPDAC",5
"aspartate",4,0.00063415,"GEMMPDAC",5
"glutamate",1,0,"GEMMPDAC",5
"glutamate",2,0,"GEMMPDAC",5
"glutamate",3,0,"GEMMPDAC",5
"glutamate",4,0,"GEMMPDAC",5
"glutamate",5,0,"GEMMPDAC",5
"succinate",1,0.003152679,"GEMMPDAC",5
"succinate",2,0,"GEMMPDAC",5
"succinate",3,0,"GEMMPDAC",5
"succinate",4,0,"GEMMPDAC",5
"malate",1,0,"GEMMPDAC",5
"malate",2,0,"GEMMPDAC",5
"malate",3,0,"GEMMPDAC",5
"malate",4,0,"GEMMPDAC",5
"aspartate",1,0.001333598,"GEMMPDAC",5
"aspartate",2,0,"GEMMPDAC",5
"aspartate",3,0,"GEMMPDAC",5
"aspartate",4,0,"GEMMPDAC",5
"glutamate",1,0.001830144,"GEMMPDAC",5
"glutamate",2,0,"GEMMPDAC",5
"glutamate",3,0.000428507,"GEMMPDAC",5
"glutamate",4,0,"GEMMPDAC",5
"glutamate",5,0.005705178,"GEMMPDAC",5
"succinate",1,0.002488998,"GEMMPDAC",5
"succinate",2,0,"GEMMPDAC",5
"succinate",3,0,"GEMMPDAC",5
"succinate",4,0,"GEMMPDAC",5
"malate",1,0.010392765,"GEMMPDAC",5
"malate",2,0,"GEMMPDAC",5
"malate",3,0,"GEMMPDAC",5
"malate",4,0.003218888,"GEMMPDAC",5
"aspartate",1,0,"GEMMPDAC",5
"aspartate",2,0,"GEMMPDAC",5
"aspartate",3,0,"GEMMPDAC",5
"aspartate",4,0,"GEMMPDAC",5
"glutamate",1,0.036387886,"GEMMPDAC",150
"glutamate",2,0.014450125,"GEMMPDAC",150
"glutamate",3,0.020838965,"GEMMPDAC",150
"glutamate",4,0,"GEMMPDAC",150
"glutamate",5,0.03819063,"GEMMPDAC",150
"succinate",1,0.035194149,"GEMMPDAC",150
"succinate",2,0.02335351,"GEMMPDAC",150
"succinate",3,0.001414439,"GEMMPDAC",150
"succinate",4,0.028354141,"GEMMPDAC",150
"malate",1,0.037210674,"GEMMPDAC",150
"malate",2,0.022405411,"GEMMPDAC",150
"malate",3,0.003801812,"GEMMPDAC",150
"malate",4,0.028559058,"GEMMPDAC",150
"aspartate",1,0.034834439,"GEMMPDAC",150
"aspartate",2,0.019779558,"GEMMPDAC",150
"aspartate",3,0.002530351,"GEMMPDAC",150
"aspartate",4,0.028006752,"GEMMPDAC",150
"glutamate",1,0.049260737,"GEMMPDAC",150
"glutamate",2,0.02328179,"GEMMPDAC",150
"glutamate",3,0.02384911,"GEMMPDAC",150
"glutamate",4,0,"GEMMPDAC",150
"glutamate",5,0.045517385,"GEMMPDAC",150
"succinate",1,0.048887372,"GEMMPDAC",150
"succinate",2,0.036008809,"GEMMPDAC",150
"succinate",3,0.002039476,"GEMMPDAC",150
"succinate",4,0.042533597,"GEMMPDAC",150
"malate",1,0.054415635,"GEMMPDAC",150
"malate",2,0.031301761,"GEMMPDAC",150
"malate",3,0.006797099,"GEMMPDAC",150
"malate",4,0.036385781,"GEMMPDAC",150
"aspartate",1,0.051639392,"GEMMPDAC",150
"aspartate",2,0.026335221,"GEMMPDAC",150
"aspartate",3,0.004536153,"GEMMPDAC",150
"aspartate",4,0.031596702,"GEMMPDAC",150
"glutamate",1,0,"flankPDAC",5
"glutamate",2,0,"flankPDAC",5
"glutamate",3,5.67267e-05,"flankPDAC",5
"glutamate",4,0,"flankPDAC",5
"glutamate",5,0.000887743,"flankPDAC",5
"succinate",1,0,"flankPDAC",5
"succinate",2,0,"flankPDAC",5
"succinate",3,0,"flankPDAC",5
"succinate",4,0.001809423,"flankPDAC",5
"malate",1,0,"flankPDAC",5
"malate",2,0,"flankPDAC",5
"malate",3,0,"flankPDAC",5
"malate",4,0.001068309,"flankPDAC",5
"aspartate",1,0,"flankPDAC",5
"aspartate",2,0,"flankPDAC",5
"aspartate",3,0,"flankPDAC",5
"aspartate",4,0,"flankPDAC",5
"glutamate",1,0,"flankPDAC",5
"glutamate",2,0,"flankPDAC",5
"glutamate",3,0,"flankPDAC",5
"glutamate",4,4.17862e-05,"flankPDAC",5
"glutamate",5,0.001687243,"flankPDAC",5
"succinate",1,0.000288754,"flankPDAC",5
"succinate",2,0,"flankPDAC",5
"succinate",3,0,"flankPDAC",5
"succinate",4,0.002170161,"flankPDAC",5
"malate",1,0,"flankPDAC",5
"malate",2,0,"flankPDAC",5
"malate",3,4.50797e-05,"flankPDAC",5
"malate",4,0.001062159,"flankPDAC",5
"aspartate",1,0,"flankPDAC",5
"aspartate",2,0,"flankPDAC",5
"aspartate",3,0,"flankPDAC",5
"aspartate",4,0.000203093,"flankPDAC",5
"glutamate",1,0.01380692,"flankPDAC",150
"glutamate",2,0.005179741,"flankPDAC",150
"glutamate",3,0.011627774,"flankPDAC",150
"glutamate",4,0,"flankPDAC",150
"glutamate",5,0.026449513,"flankPDAC",150
"succinate",1,0.013493887,"flankPDAC",150
"succinate",2,0.014764445,"flankPDAC",150
"succinate",3,0.001115627,"flankPDAC",150
"succinate",4,0,"flankPDAC",150
"malate",1,0,"flankPDAC",150
"malate",2,0.01226668,"flankPDAC",150
"malate",3,0.002629581,"flankPDAC",150
"malate",4,0.017902301,"flankPDAC",150
"aspartate",1,0.016634184,"flankPDAC",150
"aspartate",2,0.011075569,"flankPDAC",150
"aspartate",3,0.000633027,"flankPDAC",150
"aspartate",4,0.010434494,"flankPDAC",150
"glutamate",1,0.013017472,"flankPDAC",150
"glutamate",2,0.004349194,"flankPDAC",150
"glutamate",3,0.01023022,"flankPDAC",150
"glutamate",4,0,"flankPDAC",150
"glutamate",5,0.027887659,"flankPDAC",150
"succinate",1,0.013352728,"flankPDAC",150
"succinate",2,0.011277824,"flankPDAC",150
"succinate",3,0.001200441,"flankPDAC",150
"succinate",4,0,"flankPDAC",150
"malate",1,0.020310515,"flankPDAC",150
"malate",2,0.00113243,"flankPDAC",150
"malate",3,0,"flankPDAC",150
"malate",4,0.011970108,"flankPDAC",150
"aspartate",1,0.011573609,"flankPDAC",150
"aspartate",2,0,"flankPDAC",150
"aspartate",3,0,"flankPDAC",150
"aspartate",4,0,"flankPDAC",150
"glutamate",1,0.000498583,"flankPDAC",5
"glutamate",2,0,"flankPDAC",5
"glutamate",3,0,"flankPDAC",5
"glutamate",4,0,"flankPDAC",5
"glutamate",5,0,"flankPDAC",5
"succinate",1,0,"flankPDAC",5
"succinate",2,0,"flankPDAC",5
"succinate",3,0.000420922,"flankPDAC",5
"succinate",4,0,"flankPDAC",5
"malate",1,0,"flankPDAC",5
"malate",2,0,"flankPDAC",5
"malate",3,0,"flankPDAC",5
"malate",4,0,"flankPDAC",5
"aspartate",1,0,"flankPDAC",5
"aspartate",2,0,"flankPDAC",5
"aspartate",3,0,"flankPDAC",5
