"Compound","C_Label","fraction","tissue","time","omitFromFit"
"glutamate",2,0.01600041,"brown adipose",10,FALSE
"glutamate",3,0.004441325,"brown adipose",10,FALSE
"succinate",1,0.032461762,"brown adipose",10,FALSE
"succinate",2,0.014746938,"brown adipose",10,FALSE
"succinate",3,0.007207164,"brown adipose",10,FALSE
"malate",1,0.025547908,"brown adipose",10,FALSE
"malate",2,0.013050076,"brown adipose",10,FALSE
"malate",3,0.005561044,"brown adipose",10,FALSE
"aspartate",1,0.017769543,"brown adipose",10,FALSE
"aspartate",2,0.010290347,"brown adipose",10,FALSE
"aspartate",3,0.00695415,"brown adipose",10,FALSE
"glutamate",1,0.015265448,"brown adipose",3,FALSE
"glutamate",2,0.013715448,"brown adipose",3,FALSE
"glutamate",3,0.003929038,"brown adipose",3,FALSE
"succinate",1,0.032996705,"brown adipose",3,FALSE
"succinate",2,0.02095081,"brown adipose",3,FALSE
"succinate",3,0.008428487,"brown adipose",3,FALSE
"malate",1,0.013467659,"brown adipose",3,FALSE
"malate",2,0.01048009,"brown adipose",3,FALSE
"malate",3,0.006577223,"brown adipose",3,FALSE
"aspartate",1,0.007447898,"brown adipose",3,FALSE
"aspartate",2,0.007173818,"brown adipose",3,FALSE
"aspartate",3,0.00594099,"brown adipose",3,FALSE
"glutamate",1,0.001059041,"colon",1.5,FALSE
"glutamate",2,0.001669773,"colon",1.5,FALSE
"glutamate",3,0.000472329,"colon",1.5,FALSE
"succinate",1,0.001009507,"colon",1.5,FALSE
"succinate",2,0.002424852,"colon",1.5,FALSE
"succinate",3,0.003186632,"colon",1.5,FALSE
"malate",1,0.001832994,"colon",1.5,FALSE
"malate",2,0.002173313,"colon",1.5,FALSE
"malate",3,0.003274776,"colon",1.5,FALSE
"aspartate",2,0.000286244,"colon",1.5,FALSE
"aspartate",3,0.002127361,"colon",1.5,FALSE
"glutamate",1,0.036541969,"colon",45,FALSE
"glutamate",2,0.030200667,"colon",45,FALSE
"glutamate",3,0.007096161,"colon",45,FALSE
"succinate",1,0.038408347,"colon",45,FALSE
"succinate",2,0.020795859,"colon",45,FALSE
"succinate",3,0.006355474,"colon",45,FALSE
"malate",1,0.0374473,"colon",45,FALSE
"malate",2,0.021402036,"colon",45,FALSE
"malate",3,0.008063597,"colon",45,FALSE
"aspartate",1,0.034048802,"colon",45,FALSE
"aspartate",2,0.020739976,"colon",45,FALSE
"aspartate",3,0.009833829,"colon",45,FALSE
"glutamate",1,0.009084645,"colon",10,FALSE
"glutamate",2,0.014326464,"colon",10,FALSE
"glutamate",3,0.005110386,"colon",10,FALSE
"succinate",1,0.015926968,"colon",10,FALSE
"succinate",2,0.017182491,"colon",10,FALSE
"succinate",3,0.007321425,"colon",10,FALSE
"malate",1,0.013587678,"colon",10,FALSE
"malate",2,0.014183318,"colon",10,FALSE
"malate",3,0.009896724,"colon",10,FALSE
"aspartate",1,0.006500451,"colon",10,FALSE
"aspartate",2,0.009963086,"colon",10,FALSE
"aspartate",3,0.009769222,"colon",10,FALSE
"glutamate",1,0.003301689,"colon",3,FALSE
"glutamate",2,0.005816161,"colon",3,FALSE
"glutamate",3,0.002021299,"colon",3,FALSE
"succinate",1,0.00398299,"colon",3,FALSE
"succinate",2,0.008224725,"colon",3,FALSE
"succinate",3,0.005535512,"colon",3,FALSE
"malate",2,0.005081107,"colon",3,FALSE
"malate",3,0.007314208,"colon",3,FALSE
"aspartate",2,0.003358408,"colon",3,FALSE
"aspartate",3,0.006059461,"colon",3,FALSE
"glutamate",1,0.003599576,"lung",1.5,FALSE
"glutamate",2,0.003717208,"lung",1.5,FALSE
"glutamate",3,0.001117985,"lung",1.5,FALSE
"succinate",1,0.002691505,"lung",1.5,FALSE
"succinate",2,0.007466831,"lung",1.5,FALSE
"succinate",3,0.000523406,"lung",1.5,FALSE
"malate",1,0.00316042,"lung",1.5,FALSE
"malate",3,0.006388053,"lung",1.5,FALSE
"aspartate",1,0.001895612,"lung",1.5,FALSE
"aspartate",2,0.00297265,"lung",1.5,FALSE
"aspartate",3,0.004259982,"lung",1.5,FALSE
"glutamate",1,0.033864141,"lung",45,FALSE
"glutamate",2,0.032067885,"lung",45,FALSE
"glutamate",3,0.006508909,"lung",45,FALSE
"succinate",1,0.039143728,"lung",45,FALSE
"succinate",2,0.033096051,"lung",45,FALSE
"succinate",3,0.001253431,"lung",45,FALSE
"malate",1,0.047993039,"lung",45,FALSE
"malate",2,0.033925145,"lung",45,FALSE
"malate",3,0.015333049,"lung",45,FALSE
"aspartate",1,0.034260988,"lung",45,FALSE
"aspartate",2,0.025528419,"lung",45,FALSE
"aspartate",3,0.013880354,"lung",45,FALSE
"glutamate",1,0.011642335,"lung",10,FALSE
"glutamate",2,0.014747278,"lung",10,FALSE
"glutamate",3,0.003995086,"lung",10,FALSE
"succinate",1,0.019203872,"lung",10,FALSE
"succinate",2,0.019821845,"lung",10,FALSE
"succinate",3,0.001342549,"lung",10,FALSE
"malate",1,0.021387224,"lung",10,FALSE
"malate",3,0.012865825,"lung",10,FALSE
"aspartate",1,0.01243952,"lung",10,FALSE
"aspartate",2,0.011235788,"lung",10,FALSE
"aspartate",3,0.011560475,"lung",10,FALSE
"glutamate",1,0.002661639,"lung",3,FALSE
"glutamate",2,0.006305066,"lung",3,FALSE
"glutamate",3,0.002114913,"lung",3,FALSE
"succinate",1,0.006736101,"lung",3,FALSE
"succinate",2,0.011510166,"lung",3,FALSE
"succinate",3,0.000252288,"lung",3,FALSE
"malate",1,0.004131967,"lung",3,FALSE
"malate",2,0.009177922,"lung",3,FALSE
"malate",3,0.008988245,"lung",3,FALSE
"aspartate",1,0.00222884,"lung",3,FALSE
"aspartate",2,0.004172885,"lung",3,FALSE
"aspartate",3,0.008118315,"lung",3,FALSE
"glutamate",1,0.002934118,"pancreas",1.5,FALSE
"glutamate",2,0.002263721,"pancreas",1.5,FALSE
"glutamate",3,0.000821447,"pancreas",1.5,FALSE
"succinate",2,0.003725788,"pancreas",1.5,FALSE
"succinate",3,0.002913956,"pancreas",1.5,FALSE
"malate",2,0.003364919,"pancreas",1.5,FALSE
"malate",3,0.008474857,"pancreas",1.5,FALSE
"aspartate",2,0.000389586,"pancreas",1.5,FALSE
"aspartate",3,0.008282068,"pancreas",1.5,FALSE
"glutamate",1,0.040950087,"pancreas",45,FALSE
"glutamate",2,0.031587379,"pancreas",45,FALSE
"glutamate",3,0.007070191,"pancreas",45,FALSE
"succinate",1,0.040860518,"pancreas",45,FALSE
"succinate",2,0.028972445,"pancreas",45,FALSE
"succinate",3,0.005206635,"pancreas",45,FALSE
"malate",1,0.043892649,"pancreas",45,FALSE
"malate",2,0.022997534,"pancreas",45,FALSE
"malate",3,0.016930328,"pancreas",45,FALSE
"aspartate",1,0.035544813,"pancreas",45,FALSE
"aspartate",2,0.022111169,"pancreas",45,FALSE
"aspartate",3,0.015174594,"pancreas",45,FALSE
"glutamate",1,0.017335175,"pancreas",10,FALSE
"glutamate",2,0.019531235,"pancreas",10,FALSE
"glutamate",3,0.005976393,"pancreas",10,FALSE
"succinate",1,0.020292583,"pancreas",10,FALSE
"succinate",2,0.020198408,"pancreas",10,FALSE
"succinate",3,0.005550648,"pancreas",10,FALSE
"malate",1,0.019661501,"pancreas",10,FALSE
"malate",2,0.017485238,"pancreas",10,FALSE
"malate",3,0.019320154,"pancreas",10,FALSE
"aspartate",1,0.017033777,"pancreas",10,FALSE
"aspartate",2,0.012726448,"pancreas",10,FALSE
"aspartate",3,0.016181418,"pancreas",10,FALSE
"glutamate",1,0.004486336,"pancreas",3,FALSE
"glutamate",2,0.008743295,"pancreas",3,FALSE
"glutamate",3,0.002405319,"pancreas",3,FALSE
"succinate",1,0.00547638,"pancreas",3,FALSE
"succinate",2,0.011198035,"pancreas",3,FALSE
"succinate",3,0.004744126,"pancreas",3,FALSE
"malate",1,0.006841891,"pancreas",3,FALSE
"malate",2,0.008642989,"pancreas",3,FALSE
"malate",3,0.019309792,"pancreas",3,FALSE
"aspartate",1,0.005766409,"pancreas",3,FALSE
"aspartate",2,0.005864783,"pancreas",3,FALSE
"aspartate",3,0.016938369,"pancreas",3,FALSE
"glutamate",1,0.001254112,"skin",1.5,FALSE
"glutamate",2,0.000335253,"skin",1.5,FALSE
"succinate",1,0.000583408,"skin",1.5,FALSE
"succinate",2,0.001612219,"skin",1.5,FALSE
"succinate",3,0.000212879,"skin",1.5,FALSE
"malate",1,0.000265986,"skin",1.5,FALSE
"malate",2,0.001585422,"skin",1.5,FALSE
"malate",3,0.001359297,"skin",1.5,FALSE
"aspartate",3,0.000398552,"skin",1.5,FALSE
"glutamate",1,0.022937397,"skin",45,FALSE
"glutamate",2,0.029697618,"skin",45,FALSE
"glutamate",3,0.004760032,"skin",45,FALSE
"succinate",1,0.033135859,"skin",45,FALSE
"succinate",2,0.026197847,"skin",45,FALSE
"succinate",3,0.005268699,"skin",45,FALSE
"malate",1,0.031525695,"skin",45,FALSE
"malate",2,0.020899793,"skin",45,FALSE
"malate",3,0.007984138,"skin",45,FALSE
"aspartate",1,0.024347846,"skin",45,FALSE
"aspartate",2,0.012634942,"skin",45,FALSE
"aspartate",3,0.007113121,"skin",45,FALSE
"glutamate",1,0.004314684,"skin",10,FALSE
"glutamate",2,0.006469317,"skin",10,FALSE
"glutamate",3,0.001635266,"skin",10,FALSE
"succinate",1,0.010393103,"skin",10,FALSE
"succinate",2,0.011891636,"skin",10,FALSE
"succinate",3,0.001941591,"skin",10,FALSE
"malate",1,0.006626076,"skin",10,FALSE
"malate",2,0.007778432,"skin",10,FALSE
"malate",3,0.00617932,"skin",10,FALSE
"aspartate",1,0.001570862,"skin",10,FALSE
"aspartate",2,0.004921186,"skin",10,FALSE
"aspartate",3,0.004217738,"skin",10,FALSE
"glutamate",1,0.003052034,"skin",3,FALSE
"glutamate",2,0.001457675,"skin",3,FALSE
"glutamate",3,0.000386391,"skin",3,FALSE
"succinate",1,0.003540327,"skin",3,FALSE
"succinate",2,0.004209397,"skin",3,FALSE
"succinate",3,0.001398129,"skin",3,FALSE
"malate",1,0.000426261,"skin",3,FALSE
"malate",2,0.002131381,"skin",3,FALSE
"malate",3,0.004615584,"skin",3,FALSE
"aspartate",1,0.000202266,"skin",3,FALSE
"aspartate",2,0.002168992,"skin",3,FALSE
"aspartate",3,0.002627391,"skin",3,FALSE
"glutamate",1,0.004639337,"soleus",1.5,FALSE
"glutamate",2,0.017973291,"soleus",1.5,FALSE
"glutamate",3,0.000300857,"soleus",1.5,FALSE
"succinate",1,0.00773709,"soleus",1.5,FALSE
"succinate",2,0.011495087,"soleus",1.5,FALSE
"succinate",3,0.000873094,"soleus",1.5,FALSE
"malate",1,0.005142243,"soleus",1.5,FALSE
"malate",2,0.010164162,"soleus",1.5,FALSE
"malate",3,0.001404419,"soleus",1.5,FALSE
"aspartate",1,0.003393926,"soleus",1.5,FALSE
"aspartate",2,0.009524805,"soleus",1.5,FALSE
"aspartate",3,0.001090201,"soleus",1.5,FALSE
"glutamate",1,0.049878751,"soleus",45,FALSE
"glutamate",2,0.023096062,"soleus",45,FALSE
"glutamate",3,0.00601757,"soleus",45,FALSE
"succinate",1,0.048068405,"soleus",45,FALSE
"succinate",2,0.019279846,"soleus",45,FALSE
"succinate",3,0.007267876,"soleus",45,FALSE
"malate",1,0.043267813,"soleus",45,FALSE
"malate",2,0.019525588,"soleus",45,FALSE
"malate",3,0.008333546,"soleus",45,FALSE
"aspartate",1,0.048220716,"soleus",45,FALSE
"aspartate",2,0.018324255,"soleus",45,FALSE
"aspartate",3,0.008876528,"soleus",45,FALSE
"glutamate",1,0.040474105,"soleus",10,FALSE
"glutamate",2,0.035828338,"soleus",10,FALSE
"glutamate",3,0.002243379,"soleus",10,FALSE
"succinate",1,0.042803434,"soleus",10,FALSE
"succinate",2,0.023051734,"soleus",10,FALSE
"succinate",3,0.002346048,"soleus",10,FALSE
"malate",1,0.038821243,"soleus",10,FALSE
"malate",2,0.02289703,"soleus",10,FALSE
"malate",3,0.002803633,"soleus",10,FALSE
"aspartate",1,0.040599324,"soleus",10,FALSE
"aspartate",2,0.023895897,"soleus",10,FALSE
"aspartate",3,0.002508819,"soleus",10,FALSE
"glutamate",1,0.00171121,"soleus",3,FALSE
"glutamate",2,0.004119579,"soleus",3,FALSE
"glutamate",3,0.000742801,"soleus",3,FALSE
"succinate",1,0.002077483,"soleus",3,FALSE
"succinate",2,0.00297811,"soleus",3,FALSE
"succinate",3,0.00259221,"soleus",3,FALSE
"malate",2,0.002586369,"soleus",3,FALSE
"malate",3,0.002990763,"soleus",3,FALSE
"aspartate",2,0.00192042,"soleus",3,FALSE
"aspartate",3,0.003312994,"soleus",3,FALSE
"glutamate",1,0.002694315,"white adipose",1.5,FALSE
"glutamate",2,0.009483804,"white adipose",1.5,FALSE
"glutamate",3,0.002045869,"white adipose",1.5,FALSE
"succinate",1,0.006955978,"white adipose",1.5,FALSE
"succinate",2,0.009286523,"white adipose",1.5,FALSE
"malate",1,0.0041621,"white adipose",1.5,FALSE
"malate",2,0.006815816,"white adipose",1.5,FALSE
"malate",3,0.004675666,"white adipose",1.5,FALSE
"aspartate",1,0.003066125,"white adipose",1.5,FALSE
"aspartate",3,0.001005448,"white adipose",1.5,FALSE
"glutamate",1,0.034803565,"white adipose",45,FALSE
"glutamate",2,0.03116404,"white adipose",45,FALSE
"glutamate",3,0.009160236,"white adipose",45,FALSE
"succinate",1,0.048558299,"white adipose",45,FALSE
"succinate",2,0.040541332,"white adipose",45,FALSE
"succinate",3,0.004714872,"white adipose",45,FALSE
"malate",1,0.035535706,"white adipose",45,FALSE
"malate",2,0.016224589,"white adipose",45,FALSE
"malate",3,0.009251205,"white adipose",45,FALSE
"aspartate",1,0.011966394,"white adipose",45,FALSE
"aspartate",2,0.004359911,"white adipose",45,FALSE
"aspartate",3,0.004113061,"white adipose",45,FALSE
"glutamate",1,0.018118578,"white adipose",10,FALSE
"glutamate",2,0.020703402,"white adipose",10,FALSE
"glutamate",3,0.005922143,"white adipose",10,FALSE
"succinate",1,0.018616521,"white adipose",10,FALSE
"succinate",2,0.024119713,"white adipose",10,FALSE
"aspartate",1,0.010153597,"white adipose",10,FALSE
"aspartate",2,0.001605266,"white adipose",10,FALSE
"aspartate",3,0.003633406,"white adipose",10,FALSE
"glutamate",1,0.005501376,"white adipose",3,FALSE
"glutamate",2,0.013705277,"white adipose",3,FALSE
"glutamate",3,0.003482155,"white adipose",3,FALSE
"succinate",1,0.010640582,"white adipose",3,FALSE
"succinate",2,0.014619351,"white adipose",3,FALSE
"succinate",3,0.001718587,"white adipose",3,FALSE
"glutamate",1,0.021913665,"diaphragm",1.5,FALSE
"glutamate",2,0.017646633,"diaphragm",1.5,FALSE
"glutamate",3,0.000912382,"diaphragm",1.5,FALSE
"succinate",1,0.028246238,"diaphragm",1.5,FALSE
"succinate",2,0.016557713,"diaphragm",1.5,FALSE
"succinate",3,0.001341901,"diaphragm",1.5,FALSE
"malate",1,0.026779703,"diaphragm",1.5,FALSE
"malate",2,0.016764986,"diaphragm",1.5,FALSE
"malate",3,0.001851465,"diaphragm",1.5,FALSE
"aspartate",1,0.018381761,"diaphragm",1.5,FALSE
"aspartate",2,0.01609353,"diaphragm",1.5,FALSE
"aspartate",3,0.001718289,"diaphragm",1.5,FALSE
"glutamate",1,0.03732435,"diaphragm",10,FALSE
"glutamate",2,0.02983927,"diaphragm",10,FALSE
"glutamate",3,0.00402973,"diaphragm",10,FALSE
"succinate",1,0.044075668,"diaphragm",10,FALSE
"succinate",2,0.028581188,"diaphragm",10,FALSE
"succinate",3,0.005143642,"diaphragm",10,FALSE
"malate",1,0.042938853,"diaphragm",10,FALSE
"malate",2,0.026014672,"diaphragm",10,FALSE
"malate",3,0.0046512,"diaphragm",10,FALSE
"aspartate",1,0.042904595,"diaphragm",10,FALSE
"aspartate",2,0.022642917,"diaphragm",10,FALSE
"aspartate",3,0.00405498,"diaphragm",10,FALSE
"glutamate",1,0.001419207,"gastrocnemius",1.5,FALSE
"glutamate",2,0.004576168,"gastrocnemius",1.5,FALSE
"glutamate",3,0.00026666,"gastrocnemius",1.5,FALSE
"succinate",1,0.010582943,"gastrocnemius",1.5,FALSE
"succinate",2,0.007979948,"gastrocnemius",1.5,FALSE
"succinate",3,0.001950298,"gastrocnemius",1.5,FALSE
"malate",1,0.006624463,"gastrocnemius",1.5,FALSE
"malate",2,0.007286921,"gastrocnemius",1.5,FALSE
"malate",3,0.002751542,"gastrocnemius",1.5,FALSE
"aspartate",1,0.00873725,"gastrocnemius",1.5,FALSE
"aspartate",2,0.009020362,"gastrocnemius",1.5,FALSE
"aspartate",3,0.002459427,"gastrocnemius",1.5,FALSE
"glutamate",1,0.000575321,"gastrocnemius",10,FALSE
"glutamate",2,0.003723212,"gastrocnemius",10,FALSE
"glutamate",3,0.001161036,"gastrocnemius",10,FALSE
"succinate",1,0.003837558,"gastrocnemius",10,FALSE
"succinate",2,0.003569409,"gastrocnemius",10,FALSE
"succinate",3,0.00112427,"gastrocnemius",10,FALSE
"malate",1,0.003211944,"gastrocnemius",10,FALSE
"malate",2,0.00274933,"gastrocnemius",10,FALSE
"malate",3,0.002158082,"gastrocnemius",10,FALSE
"aspartate",1,0.003734674,"gastrocnemius",10,FALSE
"aspartate",2,0.002175195,"gastrocnemius",10,FALSE
"aspartate",3,0.001369556,"gastrocnemius",10,FALSE
"glutamate",1,0.012396789,"heart",1.5,FALSE
"glutamate",2,0.011438244,"heart",1.5,FALSE
"glutamate",3,0.000439501,"heart",1.5,FALSE
"succinate",1,0.016999838,"heart",1.5,FALSE
"succinate",2,0.009479319,"heart",1.5,FALSE
"succinate",3,0.000866379,"heart",1.5,FALSE
"malate",1,0.01116564,"heart",1.5,FALSE
"malate",2,0.008664022,"heart",1.5,FALSE
"malate",3,0.001606367,"heart",1.5,FALSE
"aspartate",1,0.011913732,"heart",1.5,FALSE
"aspartate",2,0.009001853,"heart",1.5,FALSE
"aspartate",3,0.001254125,"heart",1.5,FALSE
"glutamate",1,0.028979065,"heart",10,FALSE
"glutamate",2,0.023040873,"heart",10,FALSE
"glutamate",3,0.001210159,"heart",10,FALSE
"succinate",1,0.031743667,"heart",10,FALSE
"succinate",2,0.016617275,"heart",10,FALSE
"succinate",3,0.002868805,"heart",10,FALSE
"malate",1,0.030964865,"heart",10,FALSE
"malate",2,0.016571333,"heart",10,FALSE
"malate",3,0.003449146,"heart",10,FALSE
"aspartate",1,0.028324947,"heart",10,FALSE
"aspartate",2,0.015418808,"heart",10,FALSE
"aspartate",3,0.003664998,"heart",10,FALSE
"glutamate",1,0.001816821,"intestine",1.5,FALSE
"glutamate",2,0.001880032,"intestine",1.5,FALSE
"glutamate",3,0.000329398,"intestine",1.5,FALSE
"succinate",1,0.002350385,"intestine",1.5,FALSE
"succinate",2,0.00285945,"intestine",1.5,FALSE
"succinate",3,0.002921224,"intestine",1.5,FALSE
"malate",1,0.000368596,"intestine",1.5,FALSE
"malate",2,0.001478321,"intestine",1.5,FALSE
"malate",3,0.005472521,"intestine",1.5,FALSE
"aspartate",2,0.000704523,"intestine",1.5,FALSE
"aspartate",3,0.00229735,"intestine",1.5,FALSE
"glutamate",1,0.007805505,"intestine",10,FALSE
"glutamate",2,0.013659252,"intestine",10,FALSE
"glutamate",3,0.003080805,"intestine",10,FALSE
"succinate",1,0.014786321,"intestine",10,FALSE
"succinate",2,0.013808971,"intestine",10,FALSE
"succinate",3,0.003810516,"intestine",10,FALSE
"malate",1,0.011764691,"intestine",10,FALSE
"malate",2,0.01126134,"intestine",10,FALSE
"malate",3,0.006880513,"intestine",10,FALSE
"aspartate",1,0.00112935,"intestine",10,FALSE
"aspartate",2,0.006891237,"intestine",10,FALSE
"aspartate",3,0.006953244,"intestine",10,FALSE
"glutamate",1,0.008876506,"kidney",1.5,FALSE
"glutamate",2,0.022848672,"kidney",1.5,FALSE
"glutamate",3,0.007553804,"kidney",1.5,FALSE
"succinate",1,0.014999946,"kidney",1.5,FALSE
"succinate",2,0.029302975,"kidney",1.5,FALSE
"succinate",3,0.017089618,"kidney",1.5,FALSE
"malate",1,0.01488511,"kidney",1.5,FALSE
"malate",2,0.027339965,"kidney",1.5,FALSE
"malate",3,0.025931498,"kidney",1.5,FALSE
"aspartate",1,0.011629394,"kidney",1.5,FALSE
"aspartate",2,0.022173202,"kidney",1.5,FALSE
"aspartate",3,0.030204777,"kidney",1.5,FALSE
"glutamate",1,0.030759271,"kidney",10,FALSE
"glutamate",2,0.04011227,"kidney",10,FALSE
"glutamate",3,0.011956426,"kidney",10,FALSE
"succinate",1,0.04699148,"kidney",10,FALSE
"succinate",2,0.048381736,"kidney",10,FALSE
"succinate",3,0.033556893,"kidney",10,FALSE
"malate",1,0.046546395,"kidney",10,FALSE
"malate",2,0.046647195,"kidney",10,FALSE
"malate",3,0.04174906,"kidney",10,FALSE
"aspartate",1,0.048121803,"kidney",10,FALSE
"aspartate",2,0.044847456,"kidney",10,FALSE
"aspartate",3,0.052497548,"kidney",10,FALSE
"glutamate",1,0.003492746,"liver",1.5,FALSE
"glutamate",2,0.022430287,"liver",1.5,FALSE
"glutamate",3,0.008440961,"liver",1.5,FALSE
"succinate",1,0.00426971,"liver",1.5,FALSE
"succinate",2,0.030549418,"liver",1.5,FALSE
"succinate",3,0.016995461,"liver",1.5,FALSE
"malate",1,0.007821504,"liver",1.5,FALSE
"malate",2,0.024774277,"liver",1.5,FALSE
"malate",3,0.02416466,"liver",1.5,FALSE
"aspartate",1,0.00316973,"liver",1.5,FALSE
"aspartate",2,0.009752794,"liver",1.5,FALSE
"aspartate",3,0.01187691,"liver",1.5,FALSE
"glutamate",1,0.025103121,"liver",10,FALSE
"glutamate",2,0.065208001,"liver",10,FALSE
"glutamate",3,0.021024928,"liver",10,FALSE
"succinate",1,0.033211909,"liver",10,FALSE
"succinate",2,0.081214489,"liver",10,FALSE
"succinate",3,0.017875499,"liver",10,FALSE
"malate",1,0.039478018,"liver",10,FALSE
"malate",2,0.054988016,"liver",10,FALSE
"malate",3,0.036904233,"liver",10,FALSE
"aspartate",1,0.011283745,"liver",10,FALSE
"aspartate",2,0.01943613,"liver",10,FALSE
"aspartate",3,0.015471945,"liver",10,FALSE
"glutamate",1,0.002556597,"quad",1.5,FALSE
"glutamate",2,0.001475112,"quad",1.5,FALSE
"succinate",1,0.002584301,"quad",1.5,FALSE
"succinate",2,0.001905798,"quad",1.5,FALSE
"succinate",3,0.000608683,"quad",1.5,FALSE
"malate",1,0.001123334,"quad",1.5,FALSE
"malate",2,0.001949262,"quad",1.5,FALSE
"malate",3,0.001664583,"quad",1.5,FALSE
"aspartate",2,0.001537418,"quad",1.5,FALSE
"aspartate",3,0.001147788,"quad",1.5,FALSE
"glutamate",1,0.003797641,"quad",10,FALSE
"glutamate",2,0.004402881,"quad",10,FALSE
"glutamate",3,0.000934891,"quad",10,FALSE
"succinate",1,0.004207919,"quad",10,FALSE
"succinate",2,0.0042952,"quad",10,FALSE
"succinate",3,0.000911759,"quad",10,FALSE
"malate",1,0.000884033,"quad",10,FALSE
"malate",2,0.003378056,"quad",10,FALSE
"malate",3,0.001604188,"quad",10,FALSE
"aspartate",1,0.0026737,"quad",10,FALSE
"aspartate",2,0.002780886,"quad",10,FALSE
"aspartate",3,0.001324698,"quad",10,FALSE
"glutamate",1,0.001553922,"spleen",1.5,FALSE
"glutamate",2,0.000713516,"spleen",1.5,FALSE
"glutamate",3,0.000153089,"spleen",1.5,FALSE
"succinate",2,0.001563186,"spleen",1.5,FALSE
"succinate",3,0.000229783,"spleen",1.5,FALSE
"malate",1,0.002138476,"spleen",1.5,FALSE
"malate",2,0.000642104,"spleen",1.5,FALSE
"malate",3,0.002110102,"spleen",1.5,FALSE
"aspartate",1,0.001533955,"spleen",1.5,FALSE
"aspartate",2,0.000232541,"spleen",1.5,FALSE
"aspartate",3,0.001185063,"spleen",1.5,FALSE
"glutamate",1,0.003511874,"spleen",10,FALSE
"glutamate",2,0.009551882,"spleen",10,FALSE
"glutamate",3,0.001503689,"spleen",10,FALSE
"succinate",1,0.005183725,"spleen",10,FALSE
"succinate",2,0.012268762,"spleen",10,FALSE
"succinate",3,0.000716887,"spleen",10,FALSE
"malate",1,0.005566844,"spleen",10,FALSE
"malate",2,0.006991785,"spleen",10,FALSE
"malate",3,0.005058521,"spleen",10,FALSE
"aspartate",1,0.003343046,"spleen",10,FALSE
"aspartate",2,0.00526096,"spleen",10,FALSE
"aspartate",3,0.003760212,"spleen",10,FALSE
"glutamate",1,0.006343924,"brown adipose",1.5,FALSE
"glutamate",2,0.004701207,"brown adipose",1.5,FALSE
"glutamate",3,0.000892818,"brown adipose",1.5,FALSE
"succinate",1,0.013500222,"brown adipose",1.5,FALSE
"succinate",2,0.00784193,"brown adipose",1.5,FALSE
"succinate",3,0.007187772,"brown adipose",1.5,FALSE
"malate",1,0.009210668,"brown adipose",1.5,FALSE
"malate",2,0.006212319,"brown adipose",1.5,FALSE
"malate",3,0.0058537,"brown adipose",1.5,FALSE
"aspartate",1,0.001876304,"brown adipose",1.5,FALSE
"aspartate",3,0.003890441,"brown adipose",1.5,FALSE
"glutamate",1,0.017505663,"brown adipose",10,FALSE
"glutamate",2,0.014531207,"brown adipose",10,FALSE
"glutamate",3,0.003348256,"brown adipose",10,FALSE
"succinate",1,0.028822886,"brown adipose",10,FALSE
"succinate",2,0.015947798,"brown adipose",10,FALSE
"succinate",3,0.010100669,"brown adipose",10,FALSE
"malate",1,0.020294058,"brown adipose",10,FALSE
"malate",2,0.011253683,"brown adipose",10,FALSE
"malate",3,0.007889133,"brown adipose",10,FALSE
"aspartate",1,0.01435614,"brown adipose",10,FALSE
"aspartate",2,0.00019968,"brown adipose",10,FALSE
"aspartate",3,0.007621975,"brown adipose",10,FALSE
"glutamate",1,0.001636237,"colon",1.5,FALSE
"glutamate",2,0.001712846,"colon",1.5,FALSE
"glutamate",3,0.000635103,"colon",1.5,FALSE
"succinate",1,0.003548425,"colon",1.5,FALSE
"succinate",2,0.002436117,"colon",1.5,FALSE
"succinate",3,0.003133413,"colon",1.5,FALSE
"malate",1,0.000378395,"colon",1.5,FALSE
"malate",2,0.002067714,"colon",1.5,FALSE
"malate",3,0.003404693,"colon",1.5,FALSE
"aspartate",3,0.004050567,"colon",1.5,FALSE
"glutamate",1,0.008784108,"colon",10,FALSE
"glutamate",2,0.013086235,"colon",10,FALSE
"glutamate",3,0.004134829,"colon",10,FALSE
"succinate",1,0.017823935,"colon",10,FALSE
"succinate",2,0.018507985,"colon",10,FALSE
"succinate",3,0.009016809,"colon",10,FALSE
"malate",1,0.015893885,"colon",10,FALSE
"malate",2,0.014136915,"colon",10,FALSE
"malate",3,0.010396716,"colon",10,FALSE
"aspartate",1,0.005601813,"colon",10,FALSE
"aspartate",2,0.002732556,"colon",10,FALSE
"aspartate",3,0.008093085,"colon",10,FALSE
"glutamate",1,0.003826799,"lung",1.5,FALSE
"glutamate",2,0.00374506,"lung",1.5,FALSE
"glutamate",3,0.001010613,"lung",1.5,FALSE
"succinate",1,0.004700093,"lung",1.5,FALSE
"succinate",2,0.006969352,"lung",1.5,FALSE
"succinate",3,0.000251479,"lung",1.5,FALSE
"malate",1,0.005430887,"lung",1.5,FALSE
"malate",2,0.005813114,"lung",1.5,FALSE
"malate",3,0.004929622,"lung",1.5,FALSE
"aspartate",2,0.000590905,"lung",1.5,FALSE
"aspartate",3,0.003810754,"lung",1.5,FALSE
"glutamate",1,0.01144621,"lung",10,FALSE
"glutamate",2,0.016422722,"lung",10,FALSE
"glutamate",3,0.004016895,"lung",10,FALSE
"succinate",1,0.017281184,"lung",10,FALSE
"succinate",2,0.025472883,"lung",10,FALSE
