"Compound","C_Label","fraction","tissue","time","omitFromFit"
"malate",1,0.028033754,"brown adipose",20,FALSE
"malate",2,0.016907706,"brown adipose",20,FALSE
"malate",3,0.010648074,"brown adipose",20,FALSE
"aspartate",1,0.009864203,"brown adipose",20,FALSE
"aspartate",2,0.010071777,"brown adipose",20,FALSE
"aspartate",3,0.007719356,"brown adipose",20,FALSE
"glutamate",1,0.003150251,"colon",3,FALSE
"glutamate",2,0.004844903,"colon",3,FALSE
"glutamate",3,0.002053613,"colon",3,FALSE
"succinate",1,0.00457224,"colon",3,FALSE
"succinate",2,0.009263022,"colon",3,FALSE
"succinate",3,0.005294006,"colon",3,FALSE
"malate",1,0.002657721,"colon",3,FALSE
"malate",2,0.006924089,"colon",3,FALSE
"malate",3,0.006670134,"colon",3,FALSE
"aspartate",2,0.003579634,"colon",3,FALSE
"aspartate",3,0.005559485,"colon",3,FALSE
"glutamate",1,0.014984544,"colon",20,FALSE
"glutamate",2,0.015538964,"colon",20,FALSE
"glutamate",3,0.004635541,"colon",20,FALSE
"succinate",1,0.032635314,"colon",20,FALSE
"succinate",2,0.024318038,"colon",20,FALSE
"succinate",3,0.005856732,"colon",20,FALSE
"malate",1,0.031065479,"colon",20,FALSE
"malate",2,0.022336277,"colon",20,FALSE
"malate",3,0.009496099,"colon",20,FALSE
"aspartate",1,0.019095357,"colon",20,FALSE
"aspartate",2,0.010922356,"colon",20,FALSE
"aspartate",3,0.006374877,"colon",20,FALSE
"glutamate",1,0.00429516,"lung",3,FALSE
"glutamate",2,0.006563688,"lung",3,FALSE
"glutamate",3,0.001742713,"lung",3,FALSE
"succinate",1,0.00474196,"lung",3,FALSE
"succinate",2,0.010901943,"lung",3,FALSE
"succinate",3,0.000502877,"lung",3,FALSE
"malate",1,0.007090571,"lung",3,FALSE
"malate",2,0.008537527,"lung",3,FALSE
"malate",3,0.007428232,"lung",3,FALSE
"aspartate",1,0.003006979,"lung",3,FALSE
"aspartate",2,0.004662222,"lung",3,FALSE
"aspartate",3,0.005851889,"lung",3,FALSE
"glutamate",1,0.020916782,"lung",20,FALSE
"glutamate",2,0.022501963,"lung",20,FALSE
"glutamate",3,0.0056507,"lung",20,FALSE
"succinate",1,0.030752465,"lung",20,FALSE
"succinate",2,0.027089027,"lung",20,FALSE
"succinate",3,0.000849668,"lung",20,FALSE
"malate",1,0.035885317,"lung",20,FALSE
"malate",2,0.026568911,"lung",20,FALSE
"malate",3,0.013261034,"lung",20,FALSE
"aspartate",1,0.01726456,"lung",20,FALSE
"aspartate",2,0.020399318,"lung",20,FALSE
"aspartate",3,0.01357092,"lung",20,FALSE
"glutamate",1,0.004319883,"pancreas",3,FALSE
"glutamate",2,0.007433981,"pancreas",3,FALSE
"glutamate",3,0.002270867,"pancreas",3,FALSE
"succinate",1,0.007189143,"pancreas",3,FALSE
"succinate",2,0.008965338,"pancreas",3,FALSE
"succinate",3,0.002368914,"pancreas",3,FALSE
"malate",1,0.00616102,"pancreas",3,FALSE
"malate",2,0.006592059,"pancreas",3,FALSE
"malate",3,0.015505621,"pancreas",3,FALSE
"aspartate",1,0.004017183,"pancreas",3,FALSE
"aspartate",2,0.00497815,"pancreas",3,FALSE
"aspartate",3,0.011718824,"pancreas",3,FALSE
"glutamate",1,0.025895251,"pancreas",20,FALSE
"glutamate",2,0.026617923,"pancreas",20,FALSE
"glutamate",3,0.007820154,"pancreas",20,FALSE
"succinate",1,0.029594084,"pancreas",20,FALSE
"succinate",2,0.026723229,"pancreas",20,FALSE
"succinate",3,0.003132239,"pancreas",20,FALSE
"malate",1,0.031334871,"pancreas",20,FALSE
"malate",2,0.021590425,"pancreas",20,FALSE
"malate",3,0.02045791,"pancreas",20,FALSE
"aspartate",1,0.028776401,"pancreas",20,FALSE
"aspartate",2,0.018711764,"pancreas",20,FALSE
"aspartate",3,0.018322783,"pancreas",20,FALSE
"glutamate",1,0.001942428,"skin",3,FALSE
"glutamate",2,0.001415738,"skin",3,FALSE
"glutamate",3,0.000214655,"skin",3,FALSE
"succinate",1,0.003083655,"skin",3,FALSE
"succinate",2,0.002555917,"skin",3,FALSE
"succinate",3,0.000747054,"skin",3,FALSE
"malate",1,0.001975687,"skin",3,FALSE
"malate",2,0.002747428,"skin",3,FALSE
"aspartate",1,0.001077497,"skin",3,FALSE
"aspartate",3,0.001263562,"skin",3,FALSE
"glutamate",1,0.008713359,"skin",20,FALSE
"glutamate",2,0.014704607,"skin",20,FALSE
"glutamate",3,0.003203947,"skin",20,FALSE
"succinate",1,0.018628322,"skin",20,FALSE
"succinate",2,0.023973166,"skin",20,FALSE
"succinate",3,0.00340287,"skin",20,FALSE
"malate",1,0.014709074,"skin",20,FALSE
"malate",2,0.017546471,"skin",20,FALSE
"malate",3,0.009617199,"skin",20,FALSE
"aspartate",1,0.007224591,"skin",20,FALSE
"aspartate",2,0.006738448,"skin",20,FALSE
"aspartate",3,0.005953998,"skin",20,FALSE
"glutamate",1,0.003760166,"soleus",3,FALSE
"glutamate",2,0.013690746,"soleus",3,FALSE
"glutamate",3,0.001220655,"soleus",3,FALSE
"succinate",1,0.005620066,"soleus",3,FALSE
"succinate",2,0.009180029,"soleus",3,FALSE
"succinate",3,0.003194944,"soleus",3,FALSE
"malate",1,0.00433516,"soleus",3,FALSE
"malate",2,0.00681382,"soleus",3,FALSE
"malate",3,0.004250584,"soleus",3,FALSE
"aspartate",1,0.001297984,"soleus",3,FALSE
"aspartate",2,0.006245308,"soleus",3,FALSE
"aspartate",3,0.004364449,"soleus",3,FALSE
"glutamate",1,0.052530323,"soleus",20,FALSE
"glutamate",2,0.039344273,"soleus",20,FALSE
"glutamate",3,0.002585594,"soleus",20,FALSE
"succinate",1,0.052853888,"soleus",20,FALSE
"succinate",2,0.029506311,"soleus",20,FALSE
"succinate",3,0.005240634,"soleus",20,FALSE
"malate",1,0.054034041,"soleus",20,FALSE
"malate",2,0.029291333,"soleus",20,FALSE
"malate",3,0.006238474,"soleus",20,FALSE
"aspartate",1,0.052697172,"soleus",20,FALSE
"aspartate",2,0.029116167,"soleus",20,FALSE
"aspartate",3,0.006541024,"soleus",20,FALSE
"glutamate",1,0.006833522,"white adipose",3,FALSE
"glutamate",2,0.013867971,"white adipose",3,FALSE
"glutamate",3,0.002420402,"white adipose",3,FALSE
"succinate",1,0.016953799,"white adipose",3,FALSE
"succinate",2,0.020197189,"white adipose",3,FALSE
"succinate",3,0.000963713,"white adipose",3,FALSE
"malate",1,0.015089288,"white adipose",3,FALSE
"malate",2,0.011344909,"white adipose",3,FALSE
"malate",3,0.007854251,"white adipose",3,FALSE
"aspartate",3,0.002344876,"white adipose",3,FALSE
"glutamate",1,0.015655008,"white adipose",20,FALSE
"glutamate",2,0.018676723,"white adipose",20,FALSE
"glutamate",3,0.006652091,"white adipose",20,FALSE
"succinate",1,0.019155273,"white adipose",20,FALSE
"succinate",2,0.02098211,"white adipose",20,FALSE
"succinate",3,0.000651503,"white adipose",20,FALSE
"malate",1,0.021374089,"white adipose",20,FALSE
"malate",2,0.018488826,"white adipose",20,FALSE
"malate",3,0.012858342,"white adipose",20,FALSE
"aspartate",1,0.016485467,"white adipose",20,FALSE
"aspartate",3,0.002411887,"white adipose",20,FALSE
"glutamate",1,0.009294032,"diaphragm",1.5,FALSE
"glutamate",2,0.015420073,"diaphragm",1.5,FALSE
"glutamate",3,0.00065194,"diaphragm",1.5,FALSE
"succinate",1,0.015127451,"diaphragm",1.5,FALSE
"succinate",2,0.014552122,"diaphragm",1.5,FALSE
"succinate",3,0.002109188,"diaphragm",1.5,FALSE
"malate",1,0.014490002,"diaphragm",1.5,FALSE
"malate",2,0.013807815,"diaphragm",1.5,FALSE
"malate",3,0.001749124,"diaphragm",1.5,FALSE
"aspartate",1,0.008205073,"diaphragm",1.5,FALSE
"aspartate",2,0.01014401,"diaphragm",1.5,FALSE
"aspartate",3,0.001423862,"diaphragm",1.5,FALSE
"glutamate",1,0.051011862,"diaphragm",45,TRUE
"glutamate",2,0.039174948,"diaphragm",45,TRUE
"glutamate",3,0.004512754,"diaphragm",45,TRUE
"succinate",1,0.04724937,"diaphragm",45,TRUE
"succinate",2,0.034304806,"diaphragm",45,TRUE
"succinate",3,0.003512488,"diaphragm",45,TRUE
"malate",1,0.050883064,"diaphragm",45,TRUE
"malate",2,0.024597148,"diaphragm",45,TRUE
"malate",3,0.00490535,"diaphragm",45,TRUE
"aspartate",1,0.04753266,"diaphragm",45,TRUE
"aspartate",2,0.025538756,"diaphragm",45,TRUE
"aspartate",3,0.003908941,"diaphragm",45,TRUE
"glutamate",1,0.036797081,"diaphragm",10,FALSE
"glutamate",2,0.028023498,"diaphragm",10,FALSE
"glutamate",3,0.002172973,"diaphragm",10,FALSE
"succinate",1,0.045899,"diaphragm",10,FALSE
"succinate",2,0.023332124,"diaphragm",10,FALSE
"succinate",3,0.002086909,"diaphragm",10,FALSE
"malate",1,0.043202953,"diaphragm",10,FALSE
"malate",2,0.021927938,"diaphragm",10,FALSE
"malate",3,0.002750884,"diaphragm",10,FALSE
"aspartate",1,0.037832591,"diaphragm",10,FALSE
"aspartate",2,0.02099077,"diaphragm",10,FALSE
"aspartate",3,0.003213096,"diaphragm",10,FALSE
"glutamate",1,0.012512231,"diaphragm",3,FALSE
"glutamate",2,0.014341317,"diaphragm",3,FALSE
"glutamate",3,0.001264379,"diaphragm",3,FALSE
"succinate",1,0.016896583,"diaphragm",3,FALSE
"succinate",2,0.013924696,"diaphragm",3,FALSE
"succinate",3,0.002730756,"diaphragm",3,FALSE
"malate",1,0.014723541,"diaphragm",3,FALSE
"malate",2,0.013020242,"diaphragm",3,FALSE
"malate",3,0.003716593,"diaphragm",3,FALSE
"aspartate",1,0.010790757,"diaphragm",3,FALSE
"aspartate",2,0.010614814,"diaphragm",3,FALSE
"aspartate",3,0.003045561,"diaphragm",3,FALSE
"glutamate",1,0.002000715,"gastrocnemius",1.5,FALSE
"glutamate",2,0.003536161,"gastrocnemius",1.5,FALSE
"succinate",1,0.003178158,"gastrocnemius",1.5,FALSE
"succinate",2,0.004140315,"gastrocnemius",1.5,FALSE
"succinate",3,0.000932719,"gastrocnemius",1.5,FALSE
"malate",1,0.002690698,"gastrocnemius",1.5,FALSE
"malate",2,0.004353929,"gastrocnemius",1.5,FALSE
"malate",3,0.001117687,"gastrocnemius",1.5,FALSE
"aspartate",1,0.001305362,"gastrocnemius",1.5,FALSE
"aspartate",2,0.003883241,"gastrocnemius",1.5,FALSE
"aspartate",3,0.00039143,"gastrocnemius",1.5,FALSE
"glutamate",1,0.022005383,"gastrocnemius",45,FALSE
"glutamate",2,0.022155966,"gastrocnemius",45,FALSE
"glutamate",3,0.004017146,"gastrocnemius",45,FALSE
"succinate",1,0.02683466,"gastrocnemius",45,FALSE
"succinate",2,0.016193777,"gastrocnemius",45,FALSE
"succinate",3,0.003822703,"gastrocnemius",45,FALSE
"malate",1,0.026179763,"gastrocnemius",45,FALSE
"malate",2,0.01813546,"gastrocnemius",45,FALSE
"malate",3,0.005852378,"gastrocnemius",45,FALSE
"aspartate",1,0.022568434,"gastrocnemius",45,FALSE
"aspartate",2,0.014234207,"gastrocnemius",45,FALSE
"aspartate",3,0.004818681,"gastrocnemius",45,FALSE
"glutamate",1,0.009118648,"gastrocnemius",10,FALSE
"glutamate",2,0.008687363,"gastrocnemius",10,FALSE
"glutamate",3,0.001214378,"gastrocnemius",10,FALSE
"succinate",1,0.01340373,"gastrocnemius",10,FALSE
"succinate",2,0.009568966,"gastrocnemius",10,FALSE
"succinate",3,0.001529358,"gastrocnemius",10,FALSE
"malate",1,0.014465367,"gastrocnemius",10,FALSE
"malate",2,0.010336984,"gastrocnemius",10,FALSE
"malate",3,0.002016626,"gastrocnemius",10,FALSE
"aspartate",1,0.017031874,"gastrocnemius",10,FALSE
"aspartate",2,0.010840622,"gastrocnemius",10,FALSE
"aspartate",3,0.002566544,"gastrocnemius",10,FALSE
"glutamate",2,0.002284026,"gastrocnemius",3,FALSE
"glutamate",3,0.000597391,"gastrocnemius",3,FALSE
"succinate",1,0.00169299,"gastrocnemius",3,FALSE
"succinate",2,0.002227916,"gastrocnemius",3,FALSE
"succinate",3,0.001542596,"gastrocnemius",3,FALSE
"malate",2,0.001881662,"gastrocnemius",3,FALSE
"malate",3,0.002362181,"gastrocnemius",3,FALSE
"aspartate",2,0.001569401,"gastrocnemius",3,FALSE
"aspartate",3,0.002424047,"gastrocnemius",3,FALSE
"glutamate",1,0.009910378,"heart",1.5,FALSE
"glutamate",2,0.010177093,"heart",1.5,FALSE
"glutamate",3,0.000413241,"heart",1.5,FALSE
"succinate",1,0.01204644,"heart",1.5,FALSE
"succinate",2,0.00820257,"heart",1.5,FALSE
"succinate",3,0.000703291,"heart",1.5,FALSE
"malate",1,0.010951411,"heart",1.5,FALSE
"malate",2,0.008812341,"heart",1.5,FALSE
"malate",3,0.001419891,"heart",1.5,FALSE
"aspartate",1,0.009558192,"heart",1.5,FALSE
"aspartate",2,0.007853861,"heart",1.5,FALSE
"aspartate",3,0.001089041,"heart",1.5,FALSE
"glutamate",1,0.041944431,"heart",45,FALSE
"glutamate",2,0.025200146,"heart",45,FALSE
"glutamate",3,0.001515289,"heart",45,FALSE
"succinate",1,0.042030446,"heart",45,FALSE
"succinate",2,0.016683598,"heart",45,FALSE
"succinate",3,0.001063331,"heart",45,FALSE
"malate",1,0.042043922,"heart",45,FALSE
"malate",2,0.018550735,"heart",45,FALSE
"malate",3,0.001279415,"heart",45,FALSE
"aspartate",1,0.039296469,"heart",45,FALSE
"aspartate",2,0.016937648,"heart",45,FALSE
"aspartate",3,0.001461368,"heart",45,FALSE
"glutamate",1,0.0214887,"heart",10,FALSE
"glutamate",2,0.015333955,"heart",10,FALSE
"glutamate",3,0.0005777,"heart",10,FALSE
"succinate",1,0.021695152,"heart",10,FALSE
"succinate",2,0.010821562,"heart",10,FALSE
"succinate",3,0.001692339,"heart",10,FALSE
"malate",1,0.02079118,"heart",10,FALSE
"malate",2,0.010925607,"heart",10,FALSE
"malate",3,0.001947894,"heart",10,FALSE
"aspartate",1,0.018280497,"heart",10,FALSE
"aspartate",2,0.01168597,"heart",10,FALSE
"aspartate",3,0.002088048,"heart",10,FALSE
"glutamate",1,0.01777691,"heart",3,FALSE
"glutamate",2,0.011653725,"heart",3,FALSE
"glutamate",3,0.000691352,"heart",3,FALSE
"succinate",1,0.01852132,"heart",3,FALSE
"succinate",2,0.008189102,"heart",3,FALSE
"succinate",3,0.000392167,"heart",3,FALSE
"malate",1,0.01993669,"heart",3,FALSE
"malate",2,0.008093451,"heart",3,FALSE
"malate",3,0.00076638,"heart",3,FALSE
"aspartate",1,0.018712688,"heart",3,FALSE
"aspartate",2,0.007817785,"heart",3,FALSE
"aspartate",3,0.000784052,"heart",3,FALSE
"glutamate",1,0.002542298,"intestine",1.5,FALSE
"glutamate",2,0.000952417,"intestine",1.5,FALSE
"glutamate",3,0.000368666,"intestine",1.5,FALSE
"succinate",1,0.001643481,"intestine",1.5,FALSE
"succinate",2,0.002265031,"intestine",1.5,FALSE
"succinate",3,0.002493168,"intestine",1.5,FALSE
"malate",1,0.00082791,"intestine",1.5,FALSE
"malate",2,0.001200286,"intestine",1.5,FALSE
"malate",3,0.003291237,"intestine",1.5,FALSE
"aspartate",2,0.000148278,"intestine",1.5,FALSE
"aspartate",3,0.001793636,"intestine",1.5,FALSE
"glutamate",1,0.064118824,"intestine",45,FALSE
"glutamate",2,0.071303051,"intestine",45,FALSE
"glutamate",3,0.009609176,"intestine",45,FALSE
"succinate",1,0.066166739,"intestine",45,FALSE
"succinate",2,0.048226679,"intestine",45,FALSE
"succinate",3,0.00695856,"intestine",45,FALSE
"malate",1,0.062210655,"intestine",45,FALSE
"malate",2,0.042329289,"intestine",45,FALSE
"malate",3,0.009838502,"intestine",45,FALSE
"aspartate",1,0.054918518,"intestine",45,FALSE
"aspartate",2,0.045425697,"intestine",45,FALSE
"aspartate",3,0.007516184,"intestine",45,FALSE
"glutamate",1,0.010597057,"intestine",10,FALSE
"glutamate",2,0.017199242,"intestine",10,FALSE
"glutamate",3,0.003092675,"intestine",10,FALSE
"succinate",1,0.020368886,"intestine",10,FALSE
"succinate",2,0.017138477,"intestine",10,FALSE
"succinate",3,0.005920492,"intestine",10,FALSE
"malate",1,0.015282056,"intestine",10,FALSE
"malate",2,0.012866379,"intestine",10,FALSE
"malate",3,0.010675688,"intestine",10,FALSE
"aspartate",1,0.005104176,"intestine",10,FALSE
"aspartate",2,0.010546608,"intestine",10,FALSE
"aspartate",3,0.006291607,"intestine",10,FALSE
"glutamate",1,0.002011331,"intestine",3,FALSE
"glutamate",2,0.005233855,"intestine",3,FALSE
"glutamate",3,0.000545489,"intestine",3,FALSE
"succinate",1,0.003082959,"intestine",3,FALSE
"succinate",2,0.00486497,"intestine",3,FALSE
"succinate",3,0.001210999,"intestine",3,FALSE
"malate",1,0.004009193,"intestine",3,FALSE
"malate",2,0.003585123,"intestine",3,FALSE
"malate",3,0.002993096,"intestine",3,FALSE
"aspartate",2,0.003100691,"intestine",3,FALSE
"aspartate",3,0.002551994,"intestine",3,FALSE
"glutamate",1,0.006582352,"kidney",1.5,FALSE
"glutamate",2,0.014848339,"kidney",1.5,FALSE
"glutamate",3,0.005070955,"kidney",1.5,FALSE
"succinate",1,0.011116593,"kidney",1.5,FALSE
"succinate",2,0.02150623,"kidney",1.5,FALSE
"succinate",3,0.016032911,"kidney",1.5,FALSE
"malate",1,0.010991569,"kidney",1.5,FALSE
"malate",2,0.020290702,"kidney",1.5,FALSE
"malate",3,0.020223288,"kidney",1.5,FALSE
"aspartate",1,0.006097464,"kidney",1.5,FALSE
"aspartate",2,0.015011389,"kidney",1.5,FALSE
"aspartate",3,0.019402848,"kidney",1.5,FALSE
"glutamate",1,0.062675112,"kidney",45,TRUE
"glutamate",2,0.057657635,"kidney",45,TRUE
"glutamate",3,0.014134954,"kidney",45,TRUE
"succinate",1,0.08044499,"kidney",45,TRUE
"succinate",2,0.059251727,"kidney",45,TRUE
"succinate",3,0.014824493,"kidney",45,TRUE
"malate",1,0.078722415,"kidney",45,TRUE
"malate",2,0.05538335,"kidney",45,TRUE
"malate",3,0.019545826,"kidney",45,TRUE
"aspartate",1,0.077804021,"kidney",45,TRUE
"aspartate",2,0.047680118,"kidney",45,TRUE
"aspartate",3,0.017277938,"kidney",45,TRUE
"glutamate",1,0.03202735,"kidney",10,FALSE
"glutamate",2,0.045143722,"kidney",10,FALSE
"glutamate",3,0.014166753,"kidney",10,FALSE
"succinate",1,0.047886145,"kidney",10,FALSE
"succinate",2,0.048673254,"kidney",10,FALSE
"succinate",3,0.021981494,"kidney",10,FALSE
"malate",1,0.048435324,"kidney",10,FALSE
"malate",2,0.046788202,"kidney",10,FALSE
"malate",3,0.028550912,"kidney",10,FALSE
"aspartate",1,0.034446533,"kidney",10,FALSE
"aspartate",2,0.031800333,"kidney",10,FALSE
"aspartate",3,0.026640047,"kidney",10,FALSE
"glutamate",1,0.016451575,"kidney",3,FALSE
"glutamate",2,0.030443266,"kidney",3,FALSE
"glutamate",3,0.00886889,"kidney",3,FALSE
"succinate",1,0.029054497,"kidney",3,FALSE
"succinate",2,0.038063276,"kidney",3,FALSE
"succinate",3,0.019374434,"kidney",3,FALSE
"malate",1,0.031203586,"kidney",3,FALSE
"malate",2,0.036297368,"kidney",3,FALSE
"malate",3,0.029813013,"kidney",3,FALSE
"aspartate",1,0.023833539,"kidney",3,FALSE
"aspartate",2,0.028545342,"kidney",3,FALSE
"aspartate",3,0.030040998,"kidney",3,FALSE
"glutamate",1,0.001449244,"liver",1.5,FALSE
"glutamate",2,0.015032263,"liver",1.5,FALSE
"glutamate",3,0.004926363,"liver",1.5,FALSE
"succinate",1,0.006667146,"liver",1.5,FALSE
"succinate",2,0.02179358,"liver",1.5,FALSE
"succinate",3,0.018296332,"liver",1.5,FALSE
"malate",1,0.008869342,"liver",1.5,FALSE
"malate",2,0.019042521,"liver",1.5,FALSE
"malate",3,0.024606639,"liver",1.5,FALSE
"aspartate",2,0.010259091,"liver",1.5,FALSE
"aspartate",3,0.012860066,"liver",1.5,FALSE
"glutamate",1,0.049071456,"liver",45,FALSE
"glutamate",2,0.067081986,"liver",45,FALSE
"glutamate",3,0.015051095,"liver",45,FALSE
"succinate",1,0.05392684,"liver",45,FALSE
"succinate",2,0.078412789,"liver",45,FALSE
"succinate",3,0.00866713,"liver",45,FALSE
"malate",1,0.05937238,"liver",45,FALSE
"malate",2,0.047297444,"liver",45,FALSE
"malate",3,0.017329002,"liver",45,FALSE
"aspartate",1,0.031306662,"liver",45,FALSE
"aspartate",2,0.021551349,"liver",45,FALSE
"aspartate",3,0.008213621,"liver",45,FALSE
"glutamate",1,0.01790121,"liver",10,FALSE
"glutamate",2,0.050491731,"liver",10,FALSE
"glutamate",3,0.016683826,"liver",10,FALSE
"succinate",1,0.028726728,"liver",10,FALSE
"succinate",2,0.06110099,"liver",10,FALSE
"succinate",3,0.017538596,"liver",10,FALSE
"malate",1,0.033147028,"liver",10,FALSE
"malate",2,0.044910422,"liver",10,FALSE
"malate",3,0.027614515,"liver",10,FALSE
"aspartate",1,0.011365709,"liver",10,FALSE
"aspartate",2,0.015622379,"liver",10,FALSE
"aspartate",3,0.011902558,"liver",10,FALSE
"glutamate",1,0.006011598,"liver",3,FALSE
"glutamate",2,0.038411571,"liver",3,FALSE
"glutamate",3,0.013855679,"liver",3,FALSE
"succinate",1,0.009661107,"liver",3,FALSE
"succinate",2,0.049407003,"liver",3,FALSE
"succinate",3,0.021680321,"liver",3,FALSE
"malate",1,0.015572505,"liver",3,FALSE
"malate",2,0.036981951,"liver",3,FALSE
"malate",3,0.039347966,"liver",3,FALSE
"aspartate",1,0.005119419,"liver",3,FALSE
"aspartate",2,0.017697367,"liver",3,FALSE
"aspartate",3,0.021446775,"liver",3,FALSE
"glutamate",2,0.000473441,"quad",1.5,FALSE
"succinate",1,0.002173233,"quad",1.5,FALSE
"succinate",2,0.001772292,"quad",1.5,FALSE
"succinate",3,0.000514583,"quad",1.5,FALSE
"malate",1,0.000922566,"quad",1.5,FALSE
"malate",2,0.001864356,"quad",1.5,FALSE
"malate",3,0.000815155,"quad",1.5,FALSE
"aspartate",2,0.00054365,"quad",1.5,FALSE
"aspartate",3,0.00038682,"quad",1.5,FALSE
"glutamate",1,0.024849348,"quad",45,FALSE
"glutamate",2,0.02162115,"quad",45,FALSE
"glutamate",3,0.002904257,"quad",45,FALSE
"succinate",1,0.0301209,"quad",45,FALSE
"succinate",2,0.016409432,"quad",45,FALSE
"succinate",3,0.003928584,"quad",45,FALSE
"malate",1,0.025591623,"quad",45,FALSE
"malate",2,0.016115858,"quad",45,FALSE
"malate",3,0.005182029,"quad",45,FALSE
"aspartate",1,0.022509338,"quad",45,FALSE
"aspartate",2,0.014608475,"quad",45,FALSE
"aspartate",3,0.005490417,"quad",45,FALSE
"glutamate",1,0.001786689,"quad",10,FALSE
"glutamate",2,0.00740576,"quad",10,FALSE
"glutamate",3,0.00115401,"quad",10,FALSE
"succinate",1,0.009666693,"quad",10,FALSE
"succinate",2,0.007636832,"quad",10,FALSE
"succinate",3,0.000831311,"quad",10,FALSE
"malate",1,0.011886703,"quad",10,FALSE
"malate",2,0.007164186,"quad",10,FALSE
"malate",3,0.001669159,"quad",10,FALSE
"aspartate",1,0.009651055,"quad",10,FALSE
"aspartate",2,0.006318006,"quad",10,FALSE
"aspartate",3,0.001733625,"quad",10,FALSE
"glutamate",1,0.004869498,"quad",3,FALSE
"glutamate",2,0.009352495,"quad",3,FALSE
"glutamate",3,0.001413967,"quad",3,FALSE
"succinate",1,0.010911359,"quad",3,FALSE
"succinate",2,0.012690697,"quad",3,FALSE
"succinate",3,0.002489149,"quad",3,FALSE
"malate",1,0.005614844,"quad",3,FALSE
"malate",2,0.011610066,"quad",3,FALSE
"malate",3,0.003786333,"quad",3,FALSE
"aspartate",1,0.005044524,"quad",3,FALSE
"aspartate",2,0.009210869,"quad",3,FALSE
"aspartate",3,0.003623445,"quad",3,FALSE
"glutamate",1,0.002002893,"spleen",1.5,FALSE
"glutamate",2,0.000550915,"spleen",1.5,FALSE
"succinate",1,0.001630838,"spleen",1.5,FALSE
"succinate",2,0.001151403,"spleen",1.5,FALSE
"succinate",3,0.000518981,"spleen",1.5,FALSE
"malate",1,0.000342014,"spleen",1.5,FALSE
"malate",2,0.000462004,"spleen",1.5,FALSE
"malate",3,0.001271944,"spleen",1.5,FALSE
"aspartate",3,0.00060673,"spleen",1.5,FALSE
"glutamate",1,0.024106349,"spleen",45,FALSE
"glutamate",2,0.027756304,"spleen",45,FALSE
"glutamate",3,0.003181728,"spleen",45,FALSE
"succinate",1,0.025779952,"spleen",45,FALSE
"succinate",2,0.024463132,"spleen",45,FALSE
"succinate",3,0.000957428,"spleen",45,FALSE
"malate",1,0.02758654,"spleen",45,FALSE
"malate",2,0.021775214,"spleen",45,FALSE
"malate",3,0.004121913,"spleen",45,FALSE
"aspartate",1,0.022299763,"spleen",45,FALSE
"aspartate",2,0.01998636,"spleen",45,FALSE
"aspartate",3,0.003128165,"spleen",45,FALSE
"glutamate",1,0.004407057,"spleen",10,FALSE
"glutamate",2,0.005581616,"spleen",10,FALSE
"glutamate",3,0.001028028,"spleen",10,FALSE
"succinate",1,0.006610927,"spleen",10,FALSE
"succinate",2,0.008330039,"spleen",10,FALSE
"succinate",3,0.000764432,"spleen",10,FALSE
"malate",1,0.004822161,"spleen",10,FALSE
"malate",2,0.005897214,"spleen",10,FALSE
"malate",3,0.003835121,"spleen",10,FALSE
"aspartate",1,0.001203777,"spleen",10,FALSE
"aspartate",2,0.003557873,"spleen",10,FALSE
"aspartate",3,0.00256317,"spleen",10,FALSE
"glutamate",1,0.003106775,"spleen",3,FALSE
"glutamate",2,0.002116147,"spleen",3,FALSE
"glutamate",3,0.000484982,"spleen",3,FALSE
"succinate",1,0.001623588,"spleen",3,FALSE
"succinate",2,0.004095266,"spleen",3,FALSE
"succinate",3,0.000424937,"spleen",3,FALSE
"malate",1,0.001569972,"spleen",3,FALSE
"malate",2,0.002186206,"spleen",3,FALSE
"malate",3,0.005086454,"spleen",3,FALSE
"aspartate",1,0.000542978,"spleen",3,FALSE
"aspartate",2,0.000868261,"spleen",3,FALSE
"aspartate",3,0.002802475,"spleen",3,FALSE
"glutamate",1,0.004398101,"brown adipose",1.5,FALSE
"glutamate",2,0.004537145,"brown adipose",1.5,FALSE
"glutamate",3,0.00088508,"brown adipose",1.5,FALSE
"succinate",1,0.014195314,"brown adipose",1.5,FALSE
"succinate",2,0.009416428,"brown adipose",1.5,FALSE
"succinate",3,0.004420449,"brown adipose",1.5,FALSE
"malate",1,0.006653003,"brown adipose",1.5,FALSE
"malate",2,0.005973276,"brown adipose",1.5,FALSE
"malate",3,0.003097168,"brown adipose",1.5,FALSE
"aspartate",2,0.002292303,"brown adipose",1.5,FALSE
"aspartate",3,0.001703196,"brown adipose",1.5,FALSE
"glutamate",1,0.025627238,"brown adipose",45,TRUE
"glutamate",2,0.023887889,"brown adipose",45,TRUE
"glutamate",3,0.004469259,"brown adipose",45,TRUE
"succinate",1,0.048089932,"brown adipose",45,TRUE
"succinate",2,0.024448525,"brown adipose",45,TRUE
"succinate",3,0.011144786,"brown adipose",45,TRUE
"malate",1,0.040960748,"brown adipose",45,TRUE
"malate",2,0.021227755,"brown adipose",45,TRUE
"malate",3,0.01073467,"brown adipose",45,TRUE
"aspartate",1,0.022106516,"brown adipose",45,TRUE
"aspartate",2,0.015032731,"brown adipose",45,TRUE
"aspartate",3,0.007034173,"brown adipose",45,TRUE
"glutamate",1,0.023515969,"brown adipose",10,FALSE
